LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
80000,2,2,1,65,0,1,0,2,0,3,26982,35236,36455,43230,40400,38885,10162,17556,16578,7523,24422,26511,0
30000,1,1,2,54,1,-1,-1,-1,0,0,2283,2547,2938,2814,2839,2952,1644,1024,2035,657,2008,1216,0
80000,1,4,1,64,-1,0,0,0,-1,0,19194,20750,22637,25913,28739,32170,14763,15934,9930,19623,17247,9268,0
150000,2,2,2,29,0,1,-1,0,2,-1,52270,70406,64941,65949,75929,73696,45075,12288,19713,53907,10276,31826,0
80000,2,1,2,42,0,-1,1,1,0,0,30681,36746,32778,26961,26086,23272,22555,6983,3374,4951,8195,5211,0
150000,2,1,2,47,-1,-1,-1,-1,-1,1,71398,86890,99367,94022,96425,104438,56953,59567,17182,36795,62908,47820,0
50000,2,1,1,36,-1,-1,-1,1,0,0,4910,6385,6455,6637,6145,6057,2469,830,2574,759,2512,2075,0
100000,2,2,2,47,1,0,1,-1,1,-1,39621,42447,49426,56274,67507,63357,21638,13473,5826,36228,30988,17985,0
300000,1,2,1,45,0,1,2,1,-1,2,148080,141350,158696,194019,227375,252103,29859,32687,129066,52498,181169,206967,0
100000,2,2,1,60,4,6,4,1,6,7,49509,57101,52484,61518,73217,70198,14677,8892,27648,35442,24984,39586,1
150000,1,2,1,51,-1,-1,-1,-1,-1,-1,21216,23802,23086,26053,21591,18769,9635,12833,12159,22602,12631,6393,0
150000,2,2,2,45,3,4,3,4,2,3,25541,25240,24011,25471,24380,27819,15490,14913,4481,4960,3428,16862,1
150000,2,2,2,37,3,0,0,1,1,0,25010,25203,23731,19726,23972,26015,2450,4497,5005,6583,7584,11262,1
50000,2,1,2,32,0,-1,-1,0,-1,0,34103,30554,31492,32066,37992,42545,19675,26669,5069,26001,20076,23098,0
100000,1,1,1,41,5,4,6,5,7,7,23960,33747,29315,32183,24772,34585,3917,13263,9735,13702,3056,5547,1
80000,2,2,1,55,-1,1,0,0,1,1,34328,33369,36026,39581,41869,41383,4439,14975,13341,26094,35659,8822,0
80000,1,2,2,64,-1,-1,-1,-1,-1,-1,15341,14668,13803,9531,8345,5942,4435,9983,10932,4953,4741,3192,0
80000,2,1,1,57,-1,1,0,2,-1,0,13434,13821,10030,8787,10484,12646,8071,1615,5364,3559,8257,5501,0
80000,1,2,1,33,0,3,3,3,1,4,39211,42037,40329,26750,23143,22181,16330,14057,18703,7608,5402,12091,0
10000,2,1,1,48,0,0,0,2,-1,-1,1054,975,951,1094,975,1175,394,365,93,557,282,845,1
150000,1,1,1,67,0,5,0,0,-1,0,71872,79392,78366,92362,69750,60923,11971,14783,33780,70714,12887,41776,0
100000,1,2,1,47,-1,-1,3,-1,1,0,40802,39781,49474,48505,58446,56801,34789,16736,25789,10762,11155,17368,0
30000,2,2,2,30,0,-1,-1,2,0,2,8535,7897,9282,10001,6881,6440,7650,5723,6315,1633,3341,1760,0
50000,2,2,1,23,0,-1,-1,0,-1,0,7192,8812,9022,9649,11376,9638,1614,4877,1490,2029,4681,2661,0
100000,2,2,2,31,-1,-1,1,-1,-1,-1,53780,41470,47452,45647,49332,57021,17012,5470,15484,36959,27258,10707,0
100000,2,2,1,41,3,0,0,-1,-1,1,7642,8607,8703,9003,8024,8786,3135,1036,3230,2983,2327,6298,0
150000,2,2,1,55,4,2,1,2,4,3,82827,79819,59385,62441,61928,56009,57472,61820,14547,33308,47323,23045,0
80000,2,2,1,35,-1,0,-1,-1,-1,-1,4756,3810,4248,3610,3356,4141,867,2097,3778,2902,2501,2476,0
200000,1,2,1,36,-1,0,-1,-1,0,-1,22977,28037,26040,25339,21845,25092,16726,23819,7720,17663,13815,17601,0
20000,2,2,1,50,3,2,4,5,4,2,11851,12699,13916,12939,12535,12399,6987,3304,3993,3274,3093,1672,1
100000,2,1,1,39,-1,-1,0,-1,-1,-1,29887,28415,25526,25538,31375,28604,19131,2998,16385,18507,7969,14187,0
50000,2,2,2,50,0,-1,0,-1,-1,0,8577,6997,6620,6893,7231,7361,5698,1701,1306,2028,2084,1487,0
50000,1,1,3,28,-1,0,-1,-1,-1,-1,7509,8514,8495,9849,12008,12980,1505,5920,6592,7259,6692,11541,0
500000,2,1,2,31,-1,0,0,-1,-1,0,98871,111744,128826,93494,73132,67998,20854,61438,67399,67212,24466,33305,0
300000,2,4,2,37,0,-1,0,2,0,-1,74100,84726,83175,80496,88615,99840,9353,12333,31602,35005,19766,61933,0
30000,1,2,1,37,2,1,2,1,0,4,12703,12131,9816,10800,7693,7024,5600,1950,6732,5993,1066,4549,1
20000,2,2,2,38,0,0,1,2,0,-1,12994,17457,16045,17338,21503,19584,6170,15288,2315,7093,11877,6695,0
300000,2,2,2,34,0,4,0,3,2,-1,165582,193025,196594,178263,169695,159944,22491,81539,139370,99333,74360,54892,0
30000,1,2,1,58,-1,-1,-1,-1,-1,-1,17195,20382,13724,14541,10743,11419,5296,17648,5829,4780,2365,2270,0
300000,2,2,2,48,-1,-1,-1,-1,-1,-1,155192,180417,139654,140020,148233,170905,128573,68320,69710,14704,82487,36169,0
50000,2,2,2,29,-1,-1,-1,-1,-1,-1,4423,4415,4319,5089,5694,7351,1342,2277,566,4424,2446,2239,0
80000,2,2,1,49,0,2,0,2,1,1,38418,27221,27394,28425,29523,31506,17515,3621,19587,7498,20076,25218,1
10000,1,2,1,37,0,0,-1,0,1,-1,1575,1750,1555,1707,1509,1585,1077,1335,959,614,1058,1116,0
100000,1,1,1,64,4,6,4,6,7,5,54796,54749,57045,59264,67296,58836,6720,5175,20114,17580,37299,34992,1
30000,1,3,1,45,4,3,1,5,2,4,13323,15996,15334,13329,16851,16557,7545,3586,9418,4168,3263,2424,1
80000,1,1,2,24,0,0,3,2,0,0,24790,27575,25516,28606,33767,30620,3543,17612,14150,8765,22297,9411,1
300000,1,2,2,54,-1,-1,-1,-1,-1,-1,189831,188140,198502,186780,199113,217934,116132,27886,50402,38743,22334,190241,0
50000,2,2,1,42,-1,1,1,-1,1,-1,34207,35977,36410,35100,24720,26620,16278,23221,16051,21172,7555,7476,0
150000,2,2,2,44,-1,0,-1,2,0,2,34850,36177,35646,36996,38652,50565,10290,21734,29717,24934,13066,9139,0
30000,2,2,2,27,0,1,2,1,1,-1,15096,18213,15073,17121,12149,10138,12305,4778,10278,14528,2433,3778,0
100000,2,3,1,46,-1,-1,-1,-1,-1,-1,56011,64124,69144,54897,41780,44456,16241,40053,39077,29834,33898,12524,0
50000,1,3,1,69,-1,-1,-1,-1,-1,-1,5496,5664,6656,7301,7153,7775,1145,3229,5522,1904,6413,2883,0
150000,2,1,2,31,-1,-1,-1,-1,-1,-1,107971,113138,103795,88382,99048,124952,45783,24136,54209,41885,79618,18009,0
200000,2,3,1,68,-1,-1,-1,-1,-1,-1,45877,38742,35097,35960,33272,30287,19458,17623,15494,25299,20503,3315,0
300000,1,2,1,46,4,1,3,0,0,4,100582,71767,55873,67314,76255,60401,65953,27149,39960,18109,61234,41579,0
300000,1,2,1,57,3,0,1,0,4,1,142610,121118,135109,143683,146645,188784,79446,36437,65995,32707,40862,108434,0
50000,2,2,1,55,0,-1,-1,0,-1,-1,30365,28448,28170,24654,24659,22131,20285,7628,22143,10543,2770,2550,0
20000,2,2,2,66,-1,0,3,1,1,-1,7213,6786,8337,8367,8546,5729,5475,2039,4214,7109,1905,4509,0
10000,2,2,1,33,0,-1,1,1,2,3,4705,4445,5075,4650,5927,5542,2488,3135,2636,3841,3975,3443,0
150000,1,2,1,38,-1,-1,-1,-1,-1,-1,52258,46559,50160,47019,46146,58971,31721,40932,10345,39296,24077,50985,0
30000,2,2,1,62,0,1,1,4,0,0,11945,9652,9859,10042,10716,10893,2713,2449,5160,2337,7719,3577,0
200000,2,2,1,35,2,1,3,4,3,4,66721,67010,72388,82255,80606,67702,7757,43894,26618,44569,33334,6156,1
500000,2,1,1,44,-1,-1,-1,-1,0,-1,217995,263662,299279,289873,285154,226770,152672,58017,210960,180907,219497,63572,0
30000,1,2,2,32,-1,1,-1,-1,0,0,13853,13839,17367,18396,20878,19281,10770,10225,3211,13166,9479,16074,0
50000,2,2,2,22,-1,-1,1,2,0,1,23713,18929,19302,19326,17660,18995,6056,11463,8967,4165,8045,11748,0
100000,2,1,2,40,2,1,0,4,1,4,43619,45087,42491,40794,54860,61693,31995,18911,6590,27954,5030,33209,1
80000,1,2,2,67,0,0,0,-1,0,0,51507,53693,55628,50207,50331,44860,39233,23263,46607,25327,34635,16837,1
80000,2,4,2,31,2,3,5,4,1,4,13130,12008,10709,9323,9991,9447,1137,3983,6444,2811,5534,4604,1
30000,1,2,1,26,2,2,5,3,6,4,6224,5938,6097,5846,5883,6663,4251,1221,1931,3354,1951,1064,1
300000,1,1,1,67,-1,-1,-1,-1,-1,-1,88711,88773,89698,91089,76748,75196,74197,40010,77484,43879,23081,19155,0
150000,1,1,1,44,-1,1,1,-1,2,0,11162,8489,7532,8637,8442,5717,7273,4545,5076,5298,2471,975,0
30000,2,1,1,40,1,0,0,1,0,-1,9437,7978,6880,7273,7695,8840,2559,1426,2875,4327,4987,4437,1
10000,1,1,2,64,-1,-1,-1,0,0,-1,1334,1319,1257,1210,1723,2096,588,1082,1023,139,883,839,0
200000,2,2,2,38,-1,0,-1,0,-1,-1,73396,87416,86760,99672,98647,86898,27087,50150,18054,39204,14557,77970,0
10000,2,1,3,66,4,2,1,2,2,4,4400,4893,4961,5747,6304,3800,3578,3316,1715,4711,1183,1577,0
300000,2,2,2,35,-1,-1,-1,-1,-1,-1,87825,78652,74361,69257,56267,55253,39659,39110,45137,54736,6677,48523,0
100000,1,3,1,63,2,2,3,1,1,3,6198,7406,7603,3790,4952,5418,2150,3256,4373,596,3332,798,0
500000,2,2,2,32,-1,-1,0,-1,-1,-1,230899,252913,277458,309546,268139,337651,82681,219804,43719,138420,231670,184479,0
200000,2,2,2,38,2,-1,3,0,-1,3,71931,68423,65282,57715,60233,59465,36103,37488,22371,49509,27212,10387,0
300000,2,2,2,36,0,-1,-1,1,1,0,178095,181353,136253,137845,109178,94555,111341,72745,48261,94752,86680,45749,0
150000,2,3,2,30,-1,-1,-1,-1,-1,-1,40966,42174,27235,19968,18621,17102,8188,36880,15462,5136,5336,2124,0
100000,2,1,2,29,-1,-1,-1,-1,-1,-1,55842,48395,47131,56603,65173,66240,46307,10141,25727,18316,48986,56462,0
30000,1,3,1,59,0,0,-1,0,0,2,3453,3887,3937,3782,3979,3375,2135,1736,2818,2875,1312,848,0
150000,1,2,1,35,-1,-1,-1,-1,0,-1,41910,45457,54398,58869,68213,62305,20660,30472,31376,33501,20436,14405,0
100000,2,2,2,60,-1,-1,-1,-1,0,2,32194,28360,29266,24400,16268,15737,19370,6893,12969,14648,4247,10894,0
80000,1,3,2,24,1,-1,0,-1,-1,-1,21772,22570,24356,18175,19727,18463,19479,19405,15298,5056,5216,7971,0
100000,2,3,2,67,-1,-1,-1,0,-1,0,45344,49176,51541,43876,47845,48290,26610,15726,11119,21181,34788,11436,0
50000,1,3,1,27,0,0,-1,0,-1,-1,4617,4652,4915,5144,5669,5062,2520,2157,1507,3163,3149,2920,0
80000,1,2,3,40,2,5,1,3,3,2,26710,27287,28439,30367,31184,33460,13207,7094,2501,4336,19664,24412,1
20000,1,3,1,34,-1,-1,-1,-1,0,-1,9356,7588,10214,9407,11991,12141,4996,2208,5368,1644,2009,10518,0
80000,2,2,1,37,1,2,3,2,3,2,8691,8160,5700,5663,4776,5511,3211,5037,1267,2938,1028,2689,0
80000,1,1,1,41,1,0,0,1,0,-1,20077,19045,21947,20499,20602,19824,11159,13475,18082,17450,12734,12350,0
300000,2,1,2,69,-1,-1,2,2,2,-1,149073,170461,160447,165683,149294,147976,73418,123796,123630,112201,18056,55042,0
100000,2,2,1,69,-1,-1,-1,-1,-1,-1,18189,21804,21892,19940,21031,18050,10605,13438,2514,13273,10377,4542,0
300000,2,2,1,44,0,0,-1,-1,0,-1,130002,160857,153902,144789,156202,137216,42625,48997,109089,80029,85572,25365,0
500000,1,3,1,50,1,-1,-1,1,0,0,182520,182300,191327,191019,213236,217136,97316,33810,92330,43669,87787,151147,1
10000,1,1,2,63,-1,2,1,3,0,0,307,382,418,328,340,246,45,199,140,245,171,68,0
100000,1,1,2,53,-1,-1,0,-1,-1,-1,11169,13381,12611,15274,12262,14469,2853,2083,7138,10029,2598,1686,0
50000,1,2,1,45,0,-1,2,-1,0,-1,8600,7114,7612,7034,8513,9571,2087,3705,4824,4173,1291,2898,0
300000,2,2,2,27,4,3,4,1,1,1,130045,133283,160296,138164,137435,139658,12807,21849,23877,59426,64344,31958,1
80000,2,2,2,62,0,-1,-1,0,0,-1,25813,27434,20570,23083,23893,26363,15056,10140,12136,9606,9807,4529,0
20000,1,2,0,61,0,4,0,3,2,1,8867,8284,8923,8504,8592,7351,4151,862,7050,4885,4825,1200,0
30000,2,1,2,25,1,0,4,1,2,2,1602,1600,1312,1586,1517,1822,139,967,824,187,813,342,1
150000,2,1,2,25,-1,1,0,2,0,1,9886,9154,11067,9156,7815,7031,7016,7093,5107,919,2085,5004,0
20000,2,2,1,26,1,-1,1,1,0,0,12479,11514,14282,13894,8465,8208,2492,8724,6851,4472,4085,5395,0
50000,2,1,2,40,-1,0,-1,-1,-1,-1,16665,16457,18777,20716,20494,13420,7659,8865,4443,7769,10617,2836,0
300000,2,1,2,37,2,0,2,1,5,2,171529,200242,178513,138645,145714,159693,96696,104915,129082,62475,92592,39713,0
10000,2,1,1,47,-1,-1,-1,-1,0,-1,1418,1252,916,1115,994,786,1269,418,517,478,787,96,0
150000,1,3,2,57,1,1,1,0,0,0,56824,53408,47224,46481,53236,65090,11516,11313,4707,13585,15573,38380,0
150000,1,2,2,27,1,2,3,3,3,6,27193,31245,42148,35124,35395,47189,13118,10598,7538,20456,16119,17682,0
50000,2,1,2,42,-1,2,3,2,2,0,16713,12560,13695,12231,8478,7087,10945,3922,6960,1468,1460,4886,0
20000,1,2,2,49,2,0,2,1,1,1,3422,4108,4471,3740,3888,3792,2818,757,3728,1469,2208,3197,0
20000,2,2,2,31,-1,-1,-1,-1,-1,0,3333,3471,3355,2946,3092,3377,2621,1317,1406,844,2561,2587,0
500000,1,3,1,25,0,4,2,2,3,6,269724,322548,367357,366787,348074,316716,75990,220376,39734,175068,198304,134748,1
150000,2,4,3,35,2,1,0,0,5,-1,19346,24630,26932,21838,18927,20191,4586,15644,21285,6547,8603,11632,1
50000,2,2,1,36,0,-1,0,-1,-1,-1,3679,2908,3090,2489,2108,2076,2534,2478,2493,1550,1513,1433,0
200000,1,2,2,38,-1,-1,-1,0,-1,0,82245,78477,63574,76179,54504,69755,37396,10410,51923,49454,23993,25630,0
20000,2,2,2,65,0,0,-1,0,-1,2,8298,8062,10183,9552,9077,8757,5537,2380,2115,6846,2308,4580,0
20000,1,1,2,48,2,0,1,0,2,3,10736,9060,12234,12374,11428,12535,6985,4521,1216,8256,2398,8352,0
30000,2,2,1,51,0,-1,-1,-1,-1,-1,11360,13660,16304,19128,14185,12929,4042,6089,11693,14732,6847,3793,0
200000,2,1,2,63,0,0,-1,0,0,-1,44526,44606,36342,34184,30801,29679,23777,22617,4294,9478,8911,18775,0
80000,2,2,2,51,-1,-1,-1,3,1,0,30909,37891,42345,51936,64101,59718,21359,6657,13237,7260,32232,39858,0
150000,1,2,2,37,-1,-1,-1,-1,-1,-1,51928,47719,44995,59330,39079,44653,19597,12424,10880,20005,24156,11148,0
50000,2,1,1,32,1,4,2,0,3,5,10460,9905,9197,10381,9058,9750,6180,2447,6877,6086,2041,1630,0
200000,2,2,2,50,-1,0,0,1,0,3,45928,61432,56671,54203,41716,35838,10494,19955,47016,23138,29024,21712,0
200000,2,3,2,65,0,0,2,2,2,0,47953,54621,63641,48934,40971,43391,26418,25924,31329,37115,17213,16350,0
80000,2,2,2,48,-1,0,0,-1,-1,-1,45063,46131,53904,52707,50712,55160,31726,36371,44744,22296,29281,17980,0
30000,2,3,2,43,2,1,1,2,4,3,9851,7534,7179,5962,5142,5894,1109,4918,4580,1012,1543,3464,0
150000,2,3,1,69,-1,0,0,2,0,3,32710,35432,41598,46390,61209,60967,24456,16579,10650,4240,44113,48075,0
50000,1,1,2,37,-1,1,-1,0,0,-1,15163,15871,18329,19997,20122,18877,8274,10148,6126,4048,11658,12478,0
30000,1,2,2,61,-1,0,-1,-1,0,-1,12904,9612,10819,11057,9927,10866,5896,2971,5300,7506,5860,8422,0
100000,1,4,1,48,-1,-1,-1,-1,-1,-1,6455,5268,4639,4430,5439,6875,3236,1744,1411,531,2614,6120,0
100000,1,1,1,61,-1,-1,-1,-1,-1,-1,10808,10986,12989,14290,10820,12436,7615,5180,1946,9733,4598,9386,0
200000,2,2,2,22,-1,-1,0,-1,-1,0,27620,29969,38470,27226,27689,30079,5150,14466,11202,14995,4093,11618,0
50000,1,2,2,35,3,-1,1,1,0,-1,10320,8526,8250,6116,6364,6420,3370,5539,6581,5011,1695,4123,0
30000,1,2,2,40,2,-1,1,-1,0,1,6969,8371,8652,9574,7871,7633,3899,6772,3867,6158,6016,6174,0
150000,1,1,1,42,1,0,1,3,-1,-1,48611,44047,39865,42787,38827,42530,18514,4488,16512,14106,18016,34402,0
150000,1,1,2,24,3,1,2,0,5,2,7876,6587,6604,7957,7377,8400,5819,4554,2325,5469,4652,2710,1
80000,1,3,1,64,-1,-1,-1,-1,-1,-1,5094,4201,3940,3846,4033,4871,1592,2208,1042,668,1508,1181,0
80000,1,1,2,38,-1,-1,-1,-1,-1,-1,29297,31069,36129,34683,33895,28444,23249,6254,4139,6880,27006,23916,0
20000,2,1,2,46,-1,0,-1,-1,-1,-1,6791,6502,8244,7929,6601,4596,3938,2178,6913,6114,2999,4053,1
80000,1,4,2,31,3,1,5,3,3,2,12606,11455,10793,13050,14219,12915,2939,2864,2835,1954,8750,6683,0
500000,1,1,1,44,-1,-1,-1,-1,-1,-1,72708,66940,57204,49138,44033,56529,38026,29000,25239,31510,4778,17736,0
20000,2,2,2,58,2,3,4,1,2,1,10921,13351,12164,10944,11600,14075,7193,9458,4671,4250,8691,3468,1
100000,1,4,2,38,-1,-1,-1,-1,-1,-1,45250,49381,56305,63969,77225,72090,22259,22118,29636,43154,24243,35001,0
10000,1,3,1,58,-1,0,1,0,-1,-1,1364,1488,1643,1805,1990,1989,251,557,244,1263,454,1121,0
50000,2,3,1,58,2,2,1,1,1,4,21317,20406,20215,21211,19500,16879,10244,2127,10635,6787,9699,7115,1
200000,1,4,2,62,0,-1,0,0,2,0,125034,120875,133623,160383,160820,172259,79427,105468,38692,84595,107335,139010,0
100000,2,1,2,59,0,1,0,-1,0,2,43270,38048,42412,45255,45401,57821,37062,29567,12602,23964,36464,32845,0
20000,2,3,2,59,-1,0,0,-1,-1,0,2077,2023,1995,2134,2049,1974,515,763,893,236,763,1341,0
80000,2,2,1,28,1,1,0,0,0,1,8150,8731,7562,6556,7714,6649,5274,1521,4429,3955,2179,1378,0
20000,2,1,1,33,2,4,3,2,0,2,10242,9281,10134,10137,11087,13170,4215,5548,7957,4601,3319,7174,1
50000,2,3,2,25,5,5,4,5,5,3,11595,13812,11906,12475,10451,10287,3938,6946,1912,6444,4839,1181,1
200000,1,1,1,47,0,1,0,0,1,-1,105048,87520,74527,72045,82458,100089,69784,62607,51639,39132,31763,55526,0
50000,1,1,1,61,7,6,3,5,3,2,8402,7999,7752,8490,7555,6949,3650,3607,3513,2331,3313,1332,0
80000,2,1,1,40,-1,-1,0,0,-1,-1,37359,36056,44303,46932,49847,57190,32243,27071,33902,20004,6164,32743,0
80000,2,2,2,51,-1,-1,1,-1,1,-1,19939,18845,22689,27394,24173,17996,14040,13160,12061,14085,18852,2649,0
300000,2,2,1,66,-1,1,0,-1,-1,0,141067,139683,133280,149862,129658,149028,27241,20444,31377,94308,107147,39697,0
20000,1,1,2,44,-1,1,-1,-1,0,0,5913,6191,6707,6979,4880,2608,3754,1212,2608,5308,4025,284,0
100000,1,3,2,53,-1,-1,-1,-1,-1,-1,44610,47472,47634,47573,53602,41471,36821,21099,8301,41069,10916,13665,0
10000,2,3,2,50,3,1,4,4,2,4,4333,5311,5254,5287,3861,3663,2718,2857,2993,3758,500,646,1
20000,2,1,2,48,3,0,0,1,2,-1,5882,5850,6028,6718,7384,7673,3741,530,547,3786,2007,1119,1
30000,1,2,2,51,1,0,1,2,-1,3,17649,18579,20897,21094,21779,21617,3834,3480,7892,11758,14934,9014,1
150000,1,3,1,60,1,0,2,2,2,3,53553,73687,61310,62499,64194,62457,8429,54302,17899,42455,16625,36806,0
10000,2,1,2,49,-1,-1,-1,-1,-1,0,4453,4943,4832,5070,4113,4069,497,2384,3006,764,2209,2886,0
500000,2,1,1,63,-1,0,-1,-1,-1,-1,261756,289079,293418,206481,209660,219638,114698,136496,241445,23124,172748,28131,0
80000,1,2,2,64,2,1,2,2,2,4,53904,57807,42301,46411,48443,44516,21800,17020,17814,11256,29982,35049,1
200000,2,1,2,34,2,2,1,1,2,1,53089,50941,51897,51490,61679,47399,23348,24435,30133,11998,38071,8680,0
30000,1,1,2,41,1,3,3,4,3,3,6494,8211,9100,8763,7195,5195,2243,2052,5014,5795,3459,638,0
50000,2,3,2,47,3,0,0,3,5,1,22753,21457,24725,14551,13832,9808,7123,17380,19943,7617,4991,4386,1
150000,2,1,2,49,-1,-1,-1,-1,-1,-1,14088,15871,16434,15670,10376,8094,6363,2087,6162,8654,5191,4927,0
50000,2,2,1,68,-1,-1,1,-1,0,-1,16884,16179,18332,14461,16212,14468,12564,5969,4937,11216,12866,1628,0
80000,1,1,2,64,3,2,4,1,3,0,5872,5918,4017,3362,3823,3488,2569,1960,1659,762,1389,2360,1
200000,2,1,2,43,0,-1,0,-1,-1,-1,36227,34196,32660,31019,33640,30716,20947,27266,4665,22519,18472,9782,0
150000,2,1,2,27,2,2,-1,0,0,0,119882,112830,129297,131127,125386,121323,81857,22535,19125,20997,98248,104331,1
200000,1,1,1,26,-1,-1,-1,-1,-1,-1,120410,129296,108883,139969,122815,151249,74780,13772,15834,114908,94688,15366,0
20000,2,2,1,27,4,2,4,3,0,6,1967,1953,2180,2503,2205,1756,1143,1301,790,1680,549,766,1
100000,1,2,2,54,-1,1,-1,0,2,0,4076,4589,5026,4276,4416,3444,2562,1640,3986,2551,826,1866,0
100000,2,1,1,38,1,2,0,-1,0,0,5669,6041,8050,7340,8799,8050,3089,793,6228,4772,6752,6533,0
100000,2,3,2,53,1,1,0,-1,0,0,31644,28268,29652,30004,21895,20389,14491,15512,10285,6587,14410,16337,0
100000,2,3,1,34,1,2,1,-1,-1,0,38491,45877,45025,46417,53990,58223,25739,35347,29161,33117,20750,10085,0
150000,2,2,2,37,-1,-1,0,0,-1,0,23928,26140,29973,23323,24113,23756,12446,17536,16621,17047,16781,6344,0
200000,1,1,2,57,1,4,2,0,1,2,124928,119320,111074,86505,90367,88784,40894,23296,54691,55235,67158,24922,1
30000,1,3,2,66,0,0,0,-1,0,0,3295,2835,2107,2511,2340,2100,1297,1249,327,531,412,439,0
20000,2,2,1,58,0,2,1,3,1,1,6943,7676,6054,7012,6883,6635,3704,843,1380,2485,1614,4282,0
20000,2,2,1,46,0,2,-1,0,-1,2,9108,10740,10893,12370,14307,15100,5641,1181,1920,7094,4338,4681,0
30000,2,2,1,38,-1,2,0,0,-1,2,10796,12130,14684,15492,16170,16748,1827,10449,11575,9128,9983,2669,0
150000,2,2,2,34,2,-1,1,-1,1,1,8368,8603,8282,9684,9433,9341,2851,3214,1785,3431,4892,4843,0
80000,1,2,2,42,-1,0,-1,0,1,-1,32972,38047,23664,23793,33104,18435,4870,22788,12092,10688,27922,11631,0
50000,2,2,2,49,3,3,2,2,1,2,11045,5225,5221,5094,4746,5176,6400,3280,1663,2436,609,3424,1
300000,1,3,2,52,-1,-1,-1,-1,-1,-1,190200,173694,223933,132597,120813,119308,101498,67973,89130,36598,92431,12907,0
300000,2,2,1,32,0,0,0,0,0,2,46950,47147,52869,52274,49093,53051,23027,11904,17753,23222,40243,37820,0
100000,2,2,1,29,1,-1,-1,-1,1,0,21369,20834,22050,20413,28763,27797,13969,15669,14837,10851,4086,14178,0
80000,2,1,1,21,2,7,4,4,6,1,13947,17964,21304,24652,26395,27207,5998,3006,12177,3706,9609,12239,0
50000,2,2,0,49,-1,0,-1,0,1,2,14226,15764,17020,16251,20075,23278,9574,2976,9863,7589,9942,6230,0
80000,1,1,2,36,4,2,0,3,0,2,19285,22243,19753,22264,20328,22987,4168,9842,4276,11134,5041,14025,1
80000,2,2,2,48,-1,-1,-1,-1,-1,-1,22104,19058,16594,17570,16437,18649,3490,6762,7449,4962,1993,12778,0
10000,1,2,2,48,-1,-1,-1,0,-1,-1,1214,1498,1639,1599,1619,1914,598,625,403,593,298,863,0
200000,2,2,1,28,-1,1,2,0,0,0,12510,16405,17158,19354,20874,21840,7950,2968,12414,13316,10336,12023,0
80000,1,1,2,34,0,1,5,1,3,1,15070,15885,17210,18826,22207,20808,2466,6023,12809,13742,3055,16053,0
30000,1,1,2,37,0,1,0,0,0,1,6959,7751,8512,6679,6616,7173,844,4511,6396,4788,2274,4396,0
150000,2,1,3,51,5,1,0,5,2,0,65586,57639,54705,69558,70937,66726,27419,10377,30436,44836,13943,7703,1
80000,1,2,2,69,-1,0,-1,0,0,0,15569,13926,10755,7773,6504,6465,12784,9269,4631,6354,2802,2111,1
50000,2,1,1,60,6,6,2,4,4,4,6757,8426,8806,7908,9978,9453,2516,3576,1680,3424,908,1293,1
50000,2,2,1,36,0,0,0,0,0,-1,17766,17741,18474,20830,26210,23994,3354,9449,7253,3106,9309,7096,0
20000,2,3,2,57,1,3,0,4,3,4,5866,7349,7301,7723,6752,7234,3568,3854,1408,4763,4346,781,1
80000,2,1,2,44,2,0,0,1,1,-1,8506,10512,8326,7083,7736,6693,2457,3866,849,2554,4508,1342,0
50000,2,2,2,34,2,3,1,0,3,3,4849,4767,4837,4423,3357,3642,4103,3301,2344,3557,1291,2018,0
10000,2,2,1,32,0,-1,-1,-1,-1,2,5962,4233,4421,3972,3585,2924,741,3314,3177,673,1064,1109,0
200000,1,1,1,21,0,2,1,-1,1,0,69206,65555,60999,34217,27445,29771,35360,15072,25241,9058,20243,21676,0
200000,1,2,1,59,-1,-1,-1,-1,0,-1,48296,47010,43161,56853,60482,69382,5837,12586,22692,32984,26907,35731,0
80000,2,2,1,48,1,-1,1,2,0,1,27580,19832,21563,27357,21912,23138,24172,5578,17046,5077,10923,12885,0
200000,1,3,2,48,-1,-1,-1,-1,-1,-1,90253,77323,84486,72496,67977,61242,57910,39285,54132,30540,7276,41483,0
80000,1,1,1,25,0,3,5,1,3,4,37728,32135,35612,29894,33215,28626,16337,8067,25503,11735,15558,18888,0
30000,1,1,1,43,0,-1,0,-1,-1,0,2470,2265,2197,1815,2046,2450,483,1627,838,707,595,911,0
100000,2,3,1,42,1,1,0,2,2,5,50156,48614,39077,37220,38936,34628,9919,30134,18309,24750,16193,23432,0
50000,2,3,1,42,0,3,3,2,1,1,20402,21356,21789,25632,24163,26230,6748,7776,16128,17530,16039,11860,0
80000,1,1,2,49,0,5,1,3,1,4,42477,35700,30898,31707,40108,40205,18151,26076,22459,3766,22080,25868,1
500000,1,1,2,67,0,-1,-1,0,0,1,55377,47727,44871,46516,48213,31221,6661,28761,33883,20654,40138,23116,0
50000,1,2,1,36,1,4,3,6,3,2,17404,22233,19664,17895,18237,20065,2672,2116,3249,6338,5456,13760,0
